Temperature, Year, Month_Avg, Country, Country_Code
15.96(C) 60.73(F), 2005, Jul, Botswana, BWA
15.96(C) 60.73(F), 2006, Sep, Poland, POL
15.97(C) 60.74(F), 2010, Sep, Republic, of
15.97(C) 60.74(F), 2006, Aug, Slovenia, SVN
15.97(C) 60.74(F), 2003, Sep, Macedonia, MKD
15.97(C) 60.74(F), 2005, May, Republic, of
15.97(C) 60.74(F), 2015, Apr, Argentina, ARG
15.97(C) 60.75(F), 2002, Feb, Mexico, MEX
15.97(C) 60.75(F), 2010, Jan, Kuwait, KWT
15.97(C) 60.75(F), 2013, Nov, Tunisia, TUN
15.97(C) 60.75(F), 2016, Jun, Georgia, GEO
15.98(C) 60.76(F), 2006, Jul, Finland, FIN
15.98(C) 60.76(F), 2000, Jul, Czech, Republic
15.98(C) 60.76(F), 2006, Aug, Germany, DEU
15.98(C) 60.77(F), 2010, Mar, Cyprus, CYP
15.98(C) 60.77(F), 2016, Jul, Swaziland, SWZ
15.98(C) 60.77(F), 2011, Apr, Uzbekistan, UZB
15.98(C) 60.77(F), 2012, Sep, Kazakhstan, KAZ
15.99(C) 60.77(F), 2016, Feb, Algeria, DZA
15.99(C) 60.78(F), 2011, Jun, Georgia, GEO
15.99(C) 60.78(F), 2014, Sep, Netherlands, NLD
15.99(C) 60.78(F), 2007, Jun, Austria, AUT
15.99(C) 60.78(F), 2000, Jun, Netherlands, NLD
15.99(C) 60.78(F), 2012, Jun, Austria, AUT
15.99(C) 60.78(F), 2005, Feb, Egypt, EGY
15.99(C) 60.79(F), 2014, Jun, Poland, POL
15.99(C) 60.79(F), 2014, Sep, Uruguay, URY
16.0(C) 60.79(F), 2011, May, Ukraine, UKR
16.0(C) 60.8(F), 2005, Sep, Luxembourg, LUX
16.0(C) 60.8(F), 2009, May, Uruguay, URY
16.0(C) 60.8(F), 2014, Aug, Luxembourg, LUX
16.0(C) 60.81(F), 2002, Jun, Estonia, EST
16.01(C) 60.81(F), 2010, Nov, Lebanon, LBN
16.01(C) 60.81(F), 2015, Apr, Cyprus, CYP
16.01(C) 60.81(F), 2006, Feb, Libya, LBY
16.01(C) 60.82(F), 2014, May, Nepal, NPL
16.01(C) 60.82(F), 2011, Jul, Luxembourg, LUX
16.01(C) 60.82(F), 2003, Jun, Belarus, BLR
16.01(C) 60.82(F), 2004, May, Greece, GRC
16.01(C) 60.82(F), 2001, Jul, Russia, RUS
16.01(C) 60.83(F), 2004, Sep, Armenia, ARM
16.02(C) 60.83(F), 2016, Sep, United, States
16.02(C) 60.83(F), 2010, Apr, Afghanistan, AFG
16.02(C) 60.83(F), 2013, Apr, Turkmenistan, TKM
16.02(C) 60.83(F), 2008, Jun, Botswana, BWA
16.02(C) 60.83(F), 2000, Mar, Pakistan, PAK
16.02(C) 60.83(F), 2010, May, Turkey, TUR
16.02(C) 60.83(F), 2013, Sep, Kazakhstan, KAZ
16.02(C) 60.83(F), 2003, May, Slovenia, SVN
16.02(C) 60.83(F), 2004, May, Korea., Republic
16.02(C) 60.83(F), 2012, Mar, Pakistan, PAK
16.02(C) 60.83(F), 2002, Apr, Syria, SYR
16.02(C) 60.84(F), 2005, Sep, Korea., Democratic
16.02(C) 60.84(F), 2008, May, South, Africa
16.03(C) 60.85(F), 2009, Jun, Belgium, BEL
16.03(C) 60.85(F), 2000, Aug, Latvia, LVA
16.03(C) 60.85(F), 2016, Aug, Tajikistan, TJK
16.03(C) 60.85(F), 2016, Jun, Australia, AUS
16.03(C) 60.85(F), 2004, May, South, Africa
16.03(C) 60.86(F), 2013, Sep, Monaco, MCO
16.03(C) 60.86(F), 2004, Sep, Republic, of
16.03(C) 60.86(F), 2015, Jan, Saudi, Arabia
16.04(C) 60.87(F), 2014, Aug, Kyrgyzstan, KGZ
16.04(C) 60.87(F), 2016, Jul, Russia, RUS
16.04(C) 60.87(F), 2006, Nov, Israel, ISR
16.04(C) 60.87(F), 2014, Sep, Ukraine, UKR
16.04(C) 60.87(F), 2015, Sep, United, States
16.04(C) 60.87(F), 2016, Jun, Monaco, MCO
16.04(C) 60.88(F), 2002, Aug, Austria, AUT
16.05(C) 60.88(F), 2007, Jul, Kyrgyzstan, KGZ
16.05(C) 60.89(F), 2004, Sep, Moldova, MDA
16.05(C) 60.89(F), 2011, Jul, Zimbabwe, ZWE
16.05(C) 60.89(F), 2006, Nov, Lesotho, LSO
16.05(C) 60.89(F), 2005, Jan, Bahrain, BHR
16.05(C) 60.89(F), 2005, Mar, Lesotho, LSO
16.05(C) 60.9(F), 2011, Jun, Netherlands, NLD
16.05(C) 60.9(F), 2005, Aug, Australia, AUS
16.05(C) 60.9(F), 2011, May, Croatia, HRV
16.05(C) 60.9(F), 2007, Nov, Jordan, JOR
16.06(C) 60.9(F), 2014, Feb, Libya, LBY
16.06(C) 60.9(F), 2004, Feb, Mexico, MEX
16.06(C) 60.9(F), 2005, May, Bulgaria, BGR
16.06(C) 60.9(F), 2011, Jun, Monaco, MCO
16.06(C) 60.91(F), 2002, Nov, Jordan, JOR
16.06(C) 60.91(F), 2011, Sep, Luxembourg, LUX
16.07(C) 60.92(F), 2016, Nov, Jordan, JOR
16.07(C) 60.92(F), 2016, Jun, Denmark, DNK
16.07(C) 60.92(F), 2001, Mar, Morocco, MAR
16.07(C) 60.92(F), 2007, Jun, Swaziland, SWZ
16.07(C) 60.92(F), 2002, Apr, Morocco, MAR
16.07(C) 60.92(F), 2012, Aug, Australia, AUS
16.08(C) 60.94(F), 2009, May, Bosnia, and
16.08(C) 60.94(F), 2002, May, Poland, POL
16.08(C) 60.94(F), 2001, Apr, Lebanon, LBN
16.08(C) 60.94(F), 2011, Sep, Slovakia, SVK
16.08(C) 60.95(F), 2009, Jun, Botswana, BWA
16.08(C) 60.95(F), 2006, Aug, Finland, FIN
16.08(C) 60.95(F), 2016, Sep, Poland, POL
16.09(C) 60.96(F), 2003, Nov, Jordan, JOR
16.09(C) 60.96(F), 2001, Jun, Georgia, GEO
16.09(C) 60.97(F), 2000, May, Bosnia, and
16.09(C) 60.97(F), 2016, Sep, Korea., Democratic
16.09(C) 60.97(F), 2008, Jun, Bolivia, BOL
16.1(C) 60.97(F), 2015, Jun, Australia, AUS
16.1(C) 60.98(F), 2005, Apr, Malta, MLT
16.1(C) 60.98(F), 2005, Sep, United, States
16.1(C) 60.98(F), 2003, Sep, South, Africa
16.1(C) 60.99(F), 2014, Jul, Ireland, IRL
16.11(C) 60.99(F), 2000, May, Spain, ESP
16.11(C) 61.0(F), 2016, Jul, Kyrgyzstan, KGZ
16.11(C) 61.0(F), 2006, Sep, Republic, of
16.11(C) 61.0(F), 2005, Jun, Slovakia, SVK
16.11(C) 61.01(F), 2009, Oct, Spain, ESP
16.12(C) 61.01(F), 2010, Jul, Swaziland, SWZ
16.12(C) 61.01(F), 2016, Jul, Switzerland, CHE
16.12(C) 61.01(F), 2002, Feb, Kuwait, KWT
16.12(C) 61.01(F), 2000, May, Macedonia, MKD
16.12(C) 61.01(F), 2016, May, Portugal, PRT
16.12(C) 61.02(F), 2001, Jun, Swaziland, SWZ
16.12(C) 61.02(F), 2007, Apr, Uzbekistan, UZB
16.12(C) 61.02(F), 2007, May, Italy, ITA
16.12(C) 61.02(F), 2003, Jul, United, Kingdom
16.13(C) 61.03(F), 2003, Oct, Argentina, ARG
16.13(C) 61.03(F), 2015, Jun, Germany, DEU
16.13(C) 61.03(F), 2006, Sep, Romania, ROU
16.13(C) 61.03(F), 2015, Feb, Egypt, EGY
16.13(C) 61.04(F), 2011, Dec, Saudi, Arabia
16.13(C) 61.04(F), 2006, Oct, Argentina, ARG
16.13(C) 61.04(F), 2000, Jul, Kyrgyzstan, KGZ
16.13(C) 61.04(F), 2009, Apr, Argentina, ARG
16.13(C) 61.04(F), 2013, Oct, Spain, ESP
16.13(C) 61.04(F), 2016, Aug, Australia, AUS
16.13(C) 61.04(F), 2000, May, Romania, ROU
16.14(C) 61.04(F), 2010, Jul, Russia, RUS
16.14(C) 61.04(F), 2013, May, Macedonia, MKD
16.14(C) 61.05(F), 2005, Jul, Austria, AUT
16.14(C) 61.05(F), 2000, Jul, Zimbabwe, ZWE
16.14(C) 61.05(F), 2010, Sep, Georgia, GEO
16.14(C) 61.05(F), 2013, Aug, Tajikistan, TJK
16.14(C) 61.05(F), 2009, Nov, Cyprus, CYP
16.14(C) 61.05(F), 2009, Apr, Malta, MLT
16.14(C) 61.05(F), 2004, Aug, Mongolia, MNG
16.14(C) 61.06(F), 2003, Sep, Croatia, HRV
16.14(C) 61.06(F), 2008, May, Azerbaijan, AZE
16.15(C) 61.06(F), 2008, Dec, Mexico, MEX
16.15(C) 61.06(F), 2016, Jan, Saudi, Arabia
16.15(C) 61.07(F), 2001, Apr, Uzbekistan, UZB
16.15(C) 61.07(F), 2010, Apr, Lebanon, LBN
16.16(C) 61.08(F), 2001, Aug, Uruguay, URY
16.16(C) 61.08(F), 2000, Jul, Bolivia, BOL
16.16(C) 61.08(F), 2012, May, Republic, of
16.16(C) 61.08(F), 2010, Sep, Kazakhstan, KAZ
16.16(C) 61.09(F), 2003, May, Spain, ESP
16.16(C) 61.09(F), 2004, Jul, Finland, FIN
16.16(C) 61.09(F), 2003, Jul, Tajikistan, TJK
16.16(C) 61.09(F), 2003, May, Slovakia, SVK
16.16(C) 61.1(F), 2006, Oct, Spain, ESP
16.17(C) 61.1(F), 2008, Nov, Iraq, IRQ
16.17(C) 61.1(F), 2008, Jul, Austria, AUT
16.17(C) 61.1(F), 2005, Sep, Bosnia, and
16.17(C) 61.1(F), 2011, May, South, Africa
16.17(C) 61.1(F), 2003, Jun, Denmark, DNK
16.17(C) 61.1(F), 2016, Sep, Republic, of
16.17(C) 61.11(F), 2004, Jun, Belgium, BEL
16.17(C) 61.11(F), 2001, Apr, Malta, MLT
16.17(C) 61.11(F), 2010, Jun, Lithuania, LTU
16.17(C) 61.11(F), 2004, Sep, Monaco, MCO
16.17(C) 61.11(F), 2015, May, Croatia, HRV
16.17(C) 61.11(F), 2012, May, Romania, ROU
16.17(C) 61.11(F), 2001, May, Albania, ALB
16.17(C) 61.11(F), 2014, Jan, Saudi, Arabia
16.18(C) 61.12(F), 2004, Jul, Zimbabwe, ZWE
16.18(C) 61.12(F), 2014, Dec, Mexico, MEX
16.18(C) 61.13(F), 2008, Jun, Netherlands, NLD
16.18(C) 61.13(F), 2015, May, Hungary, HUN
16.18(C) 61.13(F), 2009, Feb, Egypt, EGY
16.18(C) 61.13(F), 2005, Jun, Armenia, ARM
16.19(C) 61.13(F), 2005, May, Ukraine, UKR
16.19(C) 61.14(F), 2013, Dec, Saudi, Arabia
16.19(C) 61.14(F), 2007, Jun, Georgia, GEO
16.19(C) 61.14(F), 2012, Jul, Russia, RUS
16.19(C) 61.14(F), 2014, Jan, Bahrain, BHR
16.19(C) 61.14(F), 2005, Sep, Armenia, ARM
16.19(C) 61.14(F), 2016, Sep, Ukraine, UKR
16.19(C) 61.15(F), 2006, May, Kazakhstan, KAZ
16.19(C) 61.15(F), 2013, May, Korea., Republic
16.2(C) 61.15(F), 2007, Sep, Moldova, MDA
16.2(C) 61.15(F), 2010, Jun, Netherlands, NLD
16.2(C) 61.15(F), 2007, Sep, Georgia, GEO
16.2(C) 61.16(F), 2003, Aug, Australia, AUS
16.2(C) 61.16(F), 2015, Apr, Syria, SYR
16.2(C) 61.16(F), 2005, Aug, Germany, DEU
16.2(C) 61.16(F), 2013, Jul, Namibia, NAM
16.2(C) 61.16(F), 2001, May, Italy, ITA
16.2(C) 61.16(F), 2002, Nov, Pakistan, PAK
16.2(C) 61.17(F), 2013, Jul, Zimbabwe, ZWE
16.21(C) 61.18(F), 2012, Sep, France, FRA
16.21(C) 61.18(F), 2003, May, Kazakhstan, KAZ
16.21(C) 61.18(F), 2000, Jul, Poland, POL
16.21(C) 61.18(F), 2004, Sep, Macedonia, MKD
16.21(C) 61.18(F), 2003, Apr, Morocco, MAR
16.21(C) 61.18(F), 2003, Apr, Malta, MLT
16.21(C) 61.18(F), 2000, Jul, Latvia, LVA
16.21(C) 61.18(F), 2004, Jun, Zimbabwe, ZWE
16.22(C) 61.19(F), 2003, Sep, Hungary, HUN
16.22(C) 61.19(F), 2001, Jan, Bahrain, BHR
16.22(C) 61.19(F), 2015, Nov, Pakistan, PAK
16.22(C) 61.19(F), 2005, May, Hungary, HUN
16.22(C) 61.2(F), 2007, Jul, Denmark, DNK
16.22(C) 61.2(F), 2000, Jan, Mexico, MEX
16.22(C) 61.2(F), 2015, Aug, Uruguay, URY
16.22(C) 61.2(F), 2010, Aug, Kyrgyzstan, KGZ
16.23(C) 61.21(F), 2008, Mar, Lesotho, LSO
16.23(C) 61.21(F), 2011, Feb, Mexico, MEX
16.23(C) 61.21(F), 2002, May, Albania, ALB
16.23(C) 61.22(F), 2013, Sep, Croatia, HRV
16.23(C) 61.22(F), 2010, Oct, Portugal, PRT
16.23(C) 61.22(F), 2004, Mar, Lesotho, LSO
16.24(C) 61.23(F), 2007, Feb, Kuwait, KWT
16.24(C) 61.23(F), 2009, Aug, Georgia, GEO
16.24(C) 61.24(F), 2000, Jul, Lithuania, LTU
16.25(C) 61.24(F), 2005, Aug, Netherlands, NLD
16.25(C) 61.25(F), 2001, Sep, Macedonia, MKD
16.25(C) 61.25(F), 2007, Dec, Mexico, MEX
16.25(C) 61.25(F), 2014, Jul, Tajikistan, TJK
16.25(C) 61.26(F), 2011, May, Hungary, HUN
16.25(C) 61.26(F), 2013, Jul, Swaziland, SWZ
16.26(C) 61.26(F), 2007, May, Korea., Republic
16.26(C) 61.26(F), 2004, Sep, Croatia, HRV
16.26(C) 61.26(F), 2008, Apr, Uzbekistan, UZB
16.26(C) 61.26(F), 2005, Aug, Luxembourg, LUX
16.26(C) 61.27(F), 2001, Oct, Greece, GRC
16.26(C) 61.27(F), 2010, May, Portugal, PRT
16.26(C) 61.27(F), 2002, Sep, Nepal, NPL
16.26(C) 61.28(F), 2003, May, Republic, of
16.27(C) 61.28(F), 2012, Jan, Mexico, MEX
16.27(C) 61.28(F), 2013, Jun, Andorra, AND
16.27(C) 61.28(F), 2008, Sep, Andorra, AND
16.27(C) 61.28(F), 2009, Nov, Iraq, IRQ
16.27(C) 61.28(F), 2014, Aug, Netherlands, NLD
16.27(C) 61.29(F), 2008, Nov, Jordan, JOR
16.27(C) 61.29(F), 2011, Jul, Belgium, BEL
16.27(C) 61.29(F), 2002, Feb, Egypt, EGY
16.27(C) 61.29(F), 2013, Jun, France, FRA
16.28(C) 61.3(F), 2012, Aug, Latvia, LVA
16.28(C) 61.3(F), 2003, Mar, Libya, LBY
16.28(C) 61.3(F), 2016, Jun, Botswana, BWA
16.28(C) 61.3(F), 2006, Sep, Denmark, DNK
16.28(C) 61.31(F), 2014, Sep, Belgium, BEL
16.28(C) 61.31(F), 2016, May, Kazakhstan, KAZ
16.28(C) 61.31(F), 2013, May, Hungary, HUN
16.29(C) 61.31(F), 2010, Jan, Egypt, EGY
16.29(C) 61.32(F), 2001, May, Azerbaijan, AZE
16.29(C) 61.33(F), 2009, Mar, Lesotho, LSO
16.29(C) 61.33(F), 2003, Aug, United, Kingdom
16.3(C) 61.33(F), 2003, Aug, Namibia, NAM
16.3(C) 61.33(F), 2010, Aug, Tajikistan, TJK
16.3(C) 61.34(F), 2007, Jul, Zimbabwe, ZWE
16.3(C) 61.34(F), 2005, Jun, Czech, Republic
16.3(C) 61.34(F), 2010, Apr, Nepal, NPL
16.3(C) 61.35(F), 2001, Sep, Moldova, MDA
16.3(C) 61.35(F), 2009, Nov, Morocco, MAR
16.31(C) 61.35(F), 2002, Jun, Latvia, LVA
16.31(C) 61.36(F), 2002, Sep, Bhutan, BTN
16.31(C) 61.36(F), 2016, Sep, Denmark, DNK
16.31(C) 61.36(F), 2008, Jun, Monaco, MCO
16.31(C) 61.36(F), 2005, Sep, Romania, ROU
16.31(C) 61.37(F), 2014, Jul, United, Kingdom
16.32(C) 61.37(F), 2004, Feb, Kuwait, KWT
16.32(C) 61.37(F), 2006, Jun, Lithuania, LTU
16.32(C) 61.37(F), 2015, May, Albania, ALB
16.32(C) 61.37(F), 2000, Aug, Kyrgyzstan, KGZ
16.32(C) 61.38(F), 2000, May, Azerbaijan, AZE
16.33(C) 61.39(F), 2013, Jun, Czech, Republic
16.33(C) 61.39(F), 2002, Sep, Moldova, MDA
16.33(C) 61.39(F), 2005, Jul, Namibia, NAM
16.33(C) 61.39(F), 2016, Aug, Austria, AUT
16.33(C) 61.39(F), 2014, Jun, Swaziland, SWZ
16.33(C) 61.39(F), 2004, Jun, Slovenia, SVN
16.33(C) 61.4(F), 2006, Aug, Netherlands, NLD
16.33(C) 61.4(F), 2009, Nov, Tunisia, TUN
16.33(C) 61.4(F), 2004, Jun, Republic, of
16.33(C) 61.4(F), 2011, Aug, Kyrgyzstan, KGZ
16.34(C) 61.4(F), 2013, Mar, Iraq, IRQ
16.34(C) 61.4(F), 2003, Sep, Kazakhstan, KAZ
16.34(C) 61.4(F), 2007, May, Albania, ALB
16.34(C) 61.41(F), 2001, Nov, Pakistan, PAK
16.34(C) 61.41(F), 2005, Oct, Turkmenistan, TKM
16.34(C) 61.41(F), 2014, Nov, Cyprus, CYP
16.34(C) 61.41(F), 2006, Aug, Belgium, BEL
16.34(C) 61.42(F), 2005, Feb, New, Zealand
16.35(C) 61.42(F), 2014, Jun, Georgia, GEO
16.35(C) 61.43(F), 2000, Sep, Macedonia, MKD
16.35(C) 61.43(F), 2000, Sep, Republic, of
16.35(C) 61.43(F), 2007, Feb, Algeria, DZA
16.35(C) 61.43(F), 2010, Mar, Tunisia, TUN
16.35(C) 61.43(F), 2014, Jul, Zimbabwe, ZWE
16.35(C) 61.44(F), 2003, May, Azerbaijan, AZE
16.35(C) 61.44(F), 2003, Sep, Republic, of
16.36(C) 61.44(F), 2003, Mar, Egypt, EGY
16.36(C) 61.44(F), 2005, Aug, Namibia, NAM
16.36(C) 61.44(F), 2009, Jan, Qatar, QAT
16.36(C) 61.45(F), 2008, Aug, Austria, AUT
16.36(C) 61.45(F), 2002, Jun, Austria, AUT
16.36(C) 61.45(F), 2011, Sep, Belgium, BEL
16.36(C) 61.45(F), 2000, Aug, Mongolia, MNG
16.37(C) 61.46(F), 2009, Sep, Slovenia, SVN
16.37(C) 61.46(F), 2003, Aug, Swaziland, SWZ
16.37(C) 61.46(F), 2005, Dec, Egypt, EGY
16.37(C) 61.47(F), 2015, Aug, Australia, AUS
16.37(C) 61.47(F), 2015, Nov, Jordan, JOR
16.38(C) 61.48(F), 2008, Jul, Swaziland, SWZ
16.38(C) 61.48(F), 2007, Jul, Paraguay, PRY
16.38(C) 61.48(F), 2001, May, Portugal, PRT
16.38(C) 61.48(F), 2011, Jul, Kyrgyzstan, KGZ
16.38(C) 61.49(F), 2013, May, Kazakhstan, KAZ
16.38(C) 61.49(F), 2015, Jun, Belgium, BEL
16.38(C) 61.49(F), 2002, Aug, Tajikistan, TJK
16.38(C) 61.49(F), 2010, Sep, Moldova, MDA
16.39(C) 61.49(F), 2012, Apr, Lebanon, LBN
16.39(C) 61.49(F), 2006, Sep, Armenia, ARM
16.39(C) 61.49(F), 2002, Jun, Armenia, ARM
16.39(C) 61.5(F), 2009, Sep, Monaco, MCO
16.39(C) 61.5(F), 2006, Oct, Afghanistan, AFG
16.39(C) 61.5(F), 2006, Feb, Egypt, EGY
16.39(C) 61.5(F), 2015, Jul, Denmark, DNK
16.39(C) 61.51(F), 2004, Nov, Iraq, IRQ
16.39(C) 61.51(F), 2000, Nov, Argentina, ARG
16.39(C) 61.51(F), 2011, Jul, Tajikistan, TJK
16.39(C) 61.51(F), 2002, May, Ukraine, UKR
16.39(C) 61.51(F), 2006, Jan, Mexico, MEX
16.4(C) 61.51(F), 2007, Jun, Denmark, DNK
16.4(C) 61.51(F), 2015, Dec, Saudi, Arabia
16.4(C) 61.51(F), 2006, Jun, Netherlands, NLD
16.4(C) 61.51(F), 2000, Jun, Namibia, NAM
16.4(C) 61.51(F), 2006, Dec, Qatar, QAT
16.4(C) 61.51(F), 2012, Jun, Poland, POL
16.4(C) 61.52(F), 2003, Feb, Kuwait, KWT
16.4(C) 61.52(F), 2000, May, Swaziland, SWZ
16.4(C) 61.52(F), 2012, Aug, Switzerland, CHE
16.4(C) 61.52(F), 2016, Aug, Estonia, EST
16.41(C) 61.53(F), 2016, Jun, Namibia, NAM
16.41(C) 61.53(F), 2006, May, Namibia, NAM
16.41(C) 61.53(F), 2014, Aug, Denmark, DNK
16.41(C) 61.53(F), 2007, Jun, Monaco, MCO
16.41(C) 61.54(F), 2002, Mar, Tunisia, TUN
16.41(C) 61.54(F), 2001, Jul, Austria, AUT
16.42(C) 61.55(F), 2014, Feb, Egypt, EGY
16.42(C) 61.55(F), 2004, Aug, Austria, AUT
16.42(C) 61.55(F), 2009, Jan, Mexico, MEX
16.42(C) 61.55(F), 2006, Nov, Pakistan, PAK
16.42(C) 61.56(F), 2012, Jun, Mongolia, MNG
16.42(C) 61.56(F), 2002, Sep, Albania, ALB
16.42(C) 61.56(F), 2000, Jun, Belarus, BLR
16.43(C) 61.57(F), 2008, Mar, Cyprus, CYP
16.43(C) 61.57(F), 2006, Aug, Slovakia, SVK
16.43(C) 61.57(F), 2004, Sep, Kazakhstan, KAZ
16.43(C) 61.57(F), 2007, Sep, Albania, ALB
16.43(C) 61.57(F), 2004, Oct, Portugal, PRT
16.43(C) 61.57(F), 2003, Jan, Saudi, Arabia
16.43(C) 61.57(F), 2013, Sep, Bhutan, BTN
16.43(C) 61.57(F), 2007, May, Portugal, PRT
16.43(C) 61.57(F), 2013, Jul, Kyrgyzstan, KGZ
16.43(C) 61.58(F), 2000, Apr, Afghanistan, AFG
16.44(C) 61.58(F), 2005, Sep, Belgium, BEL
16.44(C) 61.59(F), 2009, Aug, Estonia, EST
16.44(C) 61.59(F), 2014, Aug, Belgium, BEL
16.44(C) 61.6(F), 2010, Jun, Zimbabwe, ZWE
16.44(C) 61.6(F), 2012, Nov, Lesotho, LSO
16.45(C) 61.6(F), 2004, Apr, Malta, MLT
16.45(C) 61.6(F), 2012, Aug, Namibia, NAM
16.45(C) 61.6(F), 2016, Aug, Denmark, DNK
16.45(C) 61.6(F), 2012, Jun, Swaziland, SWZ
16.45(C) 61.6(F), 2005, Jul, Tajikistan, TJK
16.45(C) 61.61(F), 2003, Mar, Pakistan, PAK
16.45(C) 61.61(F), 2013, May, Albania, ALB
16.45(C) 61.61(F), 2003, Sep, Bulgaria, BGR
16.45(C) 61.61(F), 2005, Dec, Kuwait, KWT
16.45(C) 61.61(F), 2007, Sep, Kazakhstan, KAZ
16.45(C) 61.61(F), 2014, Aug, Germany, DEU
16.45(C) 61.62(F), 2005, Jun, Namibia, NAM
16.46(C) 61.62(F), 2005, Jun, Mongolia, MNG
16.46(C) 61.62(F), 2013, Jun, Namibia, NAM
16.46(C) 61.62(F), 2011, Jul, Germany, DEU
16.46(C) 61.62(F), 2010, May, Azerbaijan, AZE
16.46(C) 61.63(F), 2001, Jun, Bosnia, and
16.46(C) 61.63(F), 2012, Jun, Belarus, BLR
16.46(C) 61.63(F), 2000, Mar, Lesotho, LSO
16.46(C) 61.63(F), 2002, Sep, South, Africa
16.47(C) 61.64(F), 2012, Jul, Zimbabwe, ZWE
16.47(C) 61.64(F), 2015, Mar, Iraq, IRQ
16.47(C) 61.64(F), 2009, Jun, Belarus, BLR
16.47(C) 61.64(F), 2006, Aug, Tajikistan, TJK
16.47(C) 61.65(F), 2005, Jul, Swaziland, SWZ
16.47(C) 61.65(F), 2006, Sep, Czech, Republic
16.47(C) 61.65(F), 2006, May, Azerbaijan, AZE
16.47(C) 61.65(F), 2007, May, Bhutan, BTN
16.47(C) 61.65(F), 2006, Feb, Kuwait, KWT
16.47(C) 61.65(F), 2009, Jun, Slovenia, SVN
16.48(C) 61.66(F), 2005, Jun, Netherlands, NLD
16.48(C) 61.66(F), 2005, Oct, Uruguay, URY
16.48(C) 61.67(F), 2000, Jul, Estonia, EST
16.48(C) 61.67(F), 2008, Aug, Tajikistan, TJK
16.48(C) 61.67(F), 2005, May, Spain, ESP
16.48(C) 61.67(F), 2006, Jan, Saudi, Arabia
16.49(C) 61.67(F), 2008, May, Nepal, NPL
16.49(C) 61.68(F), 2008, Dec, Egypt, EGY
16.49(C) 61.68(F), 2010, Nov, Tunisia, TUN
16.49(C) 61.68(F), 2001, May, Nepal, NPL
16.49(C) 61.69(F), 2011, Sep, Ukraine, UKR
16.49(C) 61.69(F), 2005, Nov, Lesotho, LSO
16.49(C) 61.69(F), 2009, Jun, Republic, of
16.49(C) 61.69(F), 2015, Jun, Poland, POL
16.49(C) 61.69(F), 2002, Nov, Iraq, IRQ
16.49(C) 61.69(F), 2005, Jun, Germany, DEU
16.5(C) 61.69(F), 2005, Aug, Estonia, EST
16.5(C) 61.69(F), 2015, May, Republic, of
16.5(C) 61.69(F), 2002, Sep, Andorra, AND
16.5(C) 61.69(F), 2014, Jun, Germany, DEU
16.5(C) 61.69(F), 2015, Jun, Swaziland, SWZ
16.5(C) 61.7(F), 2013, Jul, United, Kingdom
16.5(C) 61.7(F), 2000, Aug, Lithuania, LTU
16.5(C) 61.7(F), 2009, May, Spain, ESP
16.51(C) 61.71(F), 2008, Jun, Mongolia, MNG
16.51(C) 61.71(F), 2013, Nov, Lesotho, LSO
16.51(C) 61.71(F), 2010, Oct, Uruguay, URY
16.51(C) 61.71(F), 2002, Aug, Mongolia, MNG
16.51(C) 61.71(F), 2000, Jul, Slovakia, SVK
16.51(C) 61.71(F), 2009, Aug, Switzerland, CHE
16.51(C) 61.71(F), 2014, Sep, Croatia, HRV
16.51(C) 61.72(F), 2007, Mar, Lesotho, LSO
16.51(C) 61.72(F), 2002, Jun, Netherlands, NLD
16.51(C) 61.73(F), 2015, May, Uruguay, URY
16.52(C) 61.73(F), 2003, Apr, Syria, SYR
16.52(C) 61.73(F), 2012, Jul, Denmark, DNK
16.52(C) 61.74(F), 2014, Sep, Monaco, MCO
16.52(C) 61.74(F), 2005, Aug, Czech, Republic
16.52(C) 61.74(F), 2009, May, Moldova, MDA
16.52(C) 61.74(F), 2012, May, Spain, ESP
16.53(C) 61.75(F), 2008, May, Croatia, HRV
16.53(C) 61.75(F), 2006, Jun, Republic, of
16.53(C) 61.76(F), 2016, Jul, Zimbabwe, ZWE
16.53(C) 61.76(F), 2003, Jul, Switzerland, CHE
16.53(C) 61.76(F), 2015, Jun, Luxembourg, LUX
16.53(C) 61.76(F), 2011, May, Australia, AUS
16.53(C) 61.76(F), 2015, May, South, Africa
16.54(C) 61.76(F), 2012, Jul, Kyrgyzstan, KGZ
16.54(C) 61.76(F), 2015, Sep, Andorra, AND
16.54(C) 61.77(F), 2003, Aug, Estonia, EST
16.54(C) 61.77(F), 2007, Apr, Afghanistan, AFG
16.54(C) 61.77(F), 2000, May, Bulgaria, BGR
16.54(C) 61.78(F), 2010, May, Bulgaria, BGR
16.54(C) 61.78(F), 2016, Apr, Turkmenistan, TKM
16.54(C) 61.78(F), 2015, Sep, Republic, of
16.55(C) 61.78(F), 2014, Sep, Macedonia, MKD
16.55(C) 61.79(F), 2014, Jul, Kyrgyzstan, KGZ
16.55(C) 61.79(F), 2014, Mar, Lesotho, LSO
16.55(C) 61.79(F), 2011, May, Greece, GRC
16.55(C) 61.79(F), 2002, Apr, Cyprus, CYP
16.55(C) 61.8(F), 2000, Sep, Nepal, NPL
16.56(C) 61.81(F), 2013, May, Republic, of
16.56(C) 61.81(F), 2011, May, Azerbaijan, AZE
16.56(C) 61.82(F), 2004, Jul, Estonia, EST
16.57(C) 61.83(F), 2010, Sep, Macedonia, MKD
